record_id,m_proxy,V_rec,label,fold
1,-0.6218845946291782,0.6218845946291782,0,3
2,-4.107457802407049,4.107457802407049,0,2
3,-1.9932911282295156,1.9932911282295156,0,5
4,-1.632856182416025,1.632856182416025,0,3
5,-1.2041138710621409,1.2041138710621409,0,4
6,-2.50677527657933,2.50677527657933,0,4
7,-1.461945267408081,1.461945267408081,0,7
8,-2.1667987689606383,2.1667987689606383,1,9
9,-2.06793227769218,2.06793227769218,0,10
10,-0.6033831181008248,0.6033831181008248,0,9
11,-2.4001793988457885,2.4001793988457885,0,5
12,-2.693125120323684,2.693125120323684,0,8
13,0.7423252097229902,-0.7423252097229902,0,2
14,0.2458781048210235,-0.2458781048210235,0,7
15,-0.5304139246686174,0.5304139246686174,0,3
16,1.3160701824327192,-1.3160701824327192,0,6
19,-2.4088654332085646,2.4088654332085646,0,7
21,-0.47433159170076655,0.47433159170076655,0,6
22,-0.2024499240874792,0.2024499240874792,2,4
24,-2.485458012748171,2.485458012748171,0,3
25,0.3556810033415028,-0.3556810033415028,0,4
26,2.216224971064274,-2.216224971064274,2,9
27,-1.871365373151756,1.871365373151756,0,6
28,2.71337722838033,-2.71337722838033,2,9
29,0.03744345749543543,-0.03744345749543543,0,4
31,-2.110539417954218,2.110539417954218,0,6
32,1.6750620099595195,-1.6750620099595195,3,1
33,0.03810945774184327,-0.03810945774184327,0,3
35,-0.6025831046277804,0.6025831046277804,0,1
36,-0.6006800434609799,0.6006800434609799,0,1
37,-2.4369340508092834,2.4369340508092834,0,1
38,0.34527469591366433,-0.34527469591366433,0,10
40,-0.3902795042310167,0.3902795042310167,0,10
41,0.3725024739032833,-0.3725024739032833,3,9
42,-0.9970035135899967,0.9970035135899967,0,6
43,-0.11560457829032122,0.11560457829032122,0,8
44,-2.2392499168295963,2.2392499168295963,0,4
46,-0.2750502518300474,0.2750502518300474,0,2
47,-1.0384503332397916,1.0384503332397916,0,9
48,1.8749322129757033,-1.8749322129757033,2,9
49,-1.1022729850250188,1.1022729850250188,3,9
51,-1.2973973787898454,1.2973973787898454,0,9
52,-0.9291467229491833,0.9291467229491833,3,1
53,-1.044985930129036,1.044985930129036,0,8
54,-0.2713433757321801,0.2713433757321801,2,5
55,1.0174587799670114,-1.0174587799670114,0,2
56,0.7202465286423296,-0.7202465286423296,0,2
57,-2.1791711272619745,2.1791711272619745,0,10
58,-1.5859970077890446,1.5859970077890446,0,2
59,-0.4955017928324861,0.4955017928324861,0,10
60,-3.1738250828314873,3.1738250828314873,0,1
61,-2.7952830310089753,2.7952830310089753,0,6
62,-0.8483915038165619,0.8483915038165619,0,9
63,-3.26009915018353,3.26009915018353,1,10
64,-4.473779896407926,4.473779896407926,0,3
65,-1.923584281955534,1.923584281955534,3,10
66,-0.8199771893241588,0.8199771893241588,0,5
67,-0.6358139008991668,0.6358139008991668,0,4
68,0.09480024968732587,-0.09480024968732587,0,7
69,1.2060534580775437,-1.2060534580775437,0,9
70,-0.15271646847036524,0.15271646847036524,0,6
71,-1.1080527541644267,1.1080527541644267,0,8
72,-2.3408031942261998,2.3408031942261998,0,9
73,-2.2342864604601838,2.2342864604601838,0,5
74,-0.9394766885447468,0.9394766885447468,0,8
75,-1.0935954265748054,1.0935954265748054,0,10
76,-3.482171992943802,3.482171992943802,0,10
78,-1.3733248018575444,1.3733248018575444,0,2
79,-4.0007366199724395,4.0007366199724395,0,10
80,0.3674465709583501,-0.3674465709583501,0,2
81,-0.4769416571103753,0.4769416571103753,0,5
82,-2.5327175139725853,2.5327175139725853,0,1
83,-0.2233730471957176,0.2233730471957176,0,4
84,-1.2165805621055767,1.2165805621055767,0,2
85,-1.7899594789035307,1.7899594789035307,0,5
86,-0.01670727097452227,0.01670727097452227,0,2
88,-3.1512704204184088,3.1512704204184088,0,7
89,-2.15305352412811,2.15305352412811,0,4
90,-2.3323998675837165,2.3323998675837165,0,1
91,-1.3025636544357329,1.3025636544357329,0,9
92,-3.28673536335608,3.28673536335608,0,8
93,-1.3298149270895467,1.3298149270895467,0,10
94,0.5716671574499497,-0.5716671574499497,0,9
95,-1.8498126686640495,1.8498126686640495,0,5
97,-4.108120280242854,4.108120280242854,0,6
98,-3.155379565465323,3.155379565465323,0,8
99,-0.4175532140826183,0.4175532140826183,0,4
100,-1.9879084980708828,1.9879084980708828,0,10
101,-0.7345033067762604,0.7345033067762604,0,4
104,-1.6939945280422224,1.6939945280422224,0,4
105,-1.2367657312378353,1.2367657312378353,0,3
107,-2.564973186791069,2.564973186791069,0,5
108,1.2315354773208178,-1.2315354773208178,0,8
109,0.19201821284438747,-0.19201821284438747,0,2
110,-0.831929768899937,0.831929768899937,0,3
111,-2.1529042547913524,2.1529042547913524,0,6
112,-0.9638137463462498,0.9638137463462498,0,10
113,-1.1334158048885352,1.1334158048885352,0,8
114,-2.1983068714356873,2.1983068714356873,0,4
115,0.35319587134545405,-0.35319587134545405,0,10
116,1.2796159522648776,-1.2796159522648776,2,10
117,-1.00145589565215,1.00145589565215,0,10
118,-1.757177104710686,1.757177104710686,0,3
119,-0.8712914940616219,0.8712914940616219,0,10
120,-0.4016404449271977,0.4016404449271977,0,4
121,-1.661429512156338,1.661429512156338,0,10
122,-2.122488252854043,2.122488252854043,0,10
123,-1.3507282343043558,1.3507282343043558,0,2
124,-3.738726640419956,3.738726640419956,0,7
125,-2.153976121620338,2.153976121620338,0,7
126,-0.27475602631703044,0.27475602631703044,0,2
127,1.810846838179908,-1.810846838179908,2,9
128,1.0826841613506664,-1.0826841613506664,2,10
129,-1.36071095386394,1.36071095386394,0,10
130,-2.2357992285362926,2.2357992285362926,0,2
131,0.9368787951226702,-0.9368787951226702,1,8
132,-0.7112819440623642,0.7112819440623642,0,10
133,-0.21424843005481814,0.21424843005481814,2,4
134,2.123975647446589,-2.123975647446589,2,9
135,2.1574169974747774,-2.1574169974747774,2,6
136,1.2587726636980934,-1.2587726636980934,0,5
147,-1.7486134169570056,1.7486134169570056,0,3
148,0.37935723045569314,-0.37935723045569314,2,3
149,-0.8947069041598135,0.8947069041598135,0,1
150,-2.7493740677693417,2.7493740677693417,0,7
151,-1.3519611515250205,1.3519611515250205,0,9
153,-1.5851931001882908,1.5851931001882908,1,9
154,-1.1551542151543237,1.1551542151543237,3,5
155,1.5934859701490383,-1.5934859701490383,1,9
156,-0.5298796331457611,0.5298796331457611,0,7
157,0.9465394564380245,-0.9465394564380245,3,10
158,0.7009259088487815,-0.7009259088487815,0,4
159,-0.9402326597814658,0.9402326597814658,0,3
160,1.8306794054052784,-1.8306794054052784,2,10
161,0.3084304185649754,-0.3084304185649754,1,5
163,-2.1435200772686755,2.1435200772686755,0,6
164,2.61814282447074,-2.61814282447074,2,3
165,-1.8445023504416251,1.8445023504416251,0,9
166,-0.2713336574220421,0.2713336574220421,0,2
167,0.7048925352638005,-0.7048925352638005,2,10
168,2.530211923581109,-2.530211923581109,2,7
169,-0.5972637508464684,0.5972637508464684,3,6
170,1.496588666868804,-1.496588666868804,2,9
171,3.3393462727967322,-3.3393462727967322,2,9
172,3.1147711685110915,-3.1147711685110915,3,10
174,-2.801510992512418,2.801510992512418,0,5
175,-2.5149081972267764,2.5149081972267764,1,10
176,0.26029793138745566,-0.26029793138745566,0,2
177,0.6765034374761247,-0.6765034374761247,1,4
178,-2.3252539166223776,2.3252539166223776,0,9
179,-1.3719407367889542,1.3719407367889542,0,3
180,9.711436161731362,-9.711436161731362,3,10
183,-0.507438122690637,0.507438122690637,0,1
184,1.41625894149682,-1.41625894149682,1,9
185,0.5551944392531181,-0.5551944392531181,0,7
186,2.602592120588699,-2.602592120588699,2,9
187,0.15305347259989477,-0.15305347259989477,0,5
188,4.916996539538119,-4.916996539538119,3,1
189,0.06930523569606137,-0.06930523569606137,1,9
192,-1.107367090630936,1.107367090630936,3,5
193,-1.0550398196263386,1.0550398196263386,0,9
194,-1.1401580112016574,1.1401580112016574,0,8
195,2.6395128303995588,-2.6395128303995588,3,9
196,-1.9654787379775216,1.9654787379775216,0,2
197,-2.149269439091864,2.149269439091864,0,4
198,-1.3465733095885801,1.3465733095885801,0,9
200,-0.7066511223120859,0.7066511223120859,0,8
201,-0.8372188561569973,0.8372188561569973,0,10
202,0.4621534817149773,-0.4621534817149773,0,7
203,-4.600054168795643,4.600054168795643,0,10
204,-3.3760570608111165,3.3760570608111165,0,9
205,1.409773216067607,-1.409773216067607,0,9
206,-2.288928443526913,2.288928443526913,0,4
207,-3.7410260414754752,3.7410260414754752,0,8
208,-4.012795638673736,4.012795638673736,0,10
210,-1.2432254194985335,1.2432254194985335,1,10
212,-1.5565237104771745,1.5565237104771745,0,4
213,-4.734389883216329,4.734389883216329,0,4
